geo_id,state,state_name,acs_variable,estimate,margin_of_error,label,concept,estimate_type,coverage_type,age_group,labor_force,employed
44,RI,Rhode Island,DP03_0111,12482,784,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
44,RI,Rhode Island,DP03_0111P,42,2.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
44,RI,Rhode Island,DP03_0112,13065,875,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
44,RI,Rhode Island,DP03_0112P,43.9,2.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
44,RI,Rhode Island,DP03_0113,5553,539,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
44,RI,Rhode Island,DP03_0113P,18.7,1.7,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
44,RI,Rhode Island,DP03_0115,125426,2631,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
44,RI,Rhode Island,DP03_0115P,93.3,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
44,RI,Rhode Island,DP03_0116,70195,2211,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
44,RI,Rhode Island,DP03_0116P,52.2,1.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
44,RI,Rhode Island,DP03_0117,66219,2269,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
44,RI,Rhode Island,DP03_0117P,49.2,1.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
44,RI,Rhode Island,DP03_0118,9033,713,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
44,RI,Rhode Island,DP03_0118P,6.7,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0096,4323261,9555,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
45,SC,South Carolina,DP03_0096P,89,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
45,SC,South Carolina,DP03_0097,3200163,16199,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
45,SC,South Carolina,DP03_0097P,65.9,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
45,SC,South Carolina,DP03_0098,1789543,9897,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
45,SC,South Carolina,DP03_0098P,36.8,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
45,SC,South Carolina,DP03_0099,535224,9553,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
45,SC,South Carolina,DP03_0099P,11,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
45,SC,South Carolina,DP03_0101,54583,2516,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
45,SC,South Carolina,DP03_0101P,4.7,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
45,SC,South Carolina,DP03_0105,1756496,9236,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0105P,85.8,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0106,1653147,9034,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0106P,80.8,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0107,166257,3459,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0107P,8.1,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0108,289882,6115,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0108P,14.2,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
45,SC,South Carolina,DP03_0110,78651,2385,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0110P,57.7,1.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0111,48909,1876,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0111P,35.9,1.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0112,33834,1586,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0112P,24.8,1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0113,57734,2238,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0113P,42.3,1.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
45,SC,South Carolina,DP03_0115,575008,5486,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0115P,81.6,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0116,352628,3904,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0116P,50,0.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0117,286810,4617,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0117P,40.7,0.5,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0118,130018,3369,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
45,SC,South Carolina,DP03_0118P,18.4,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0096,767332,1979,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
46,SD,South Dakota,DP03_0096P,90.6,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
46,SD,South Dakota,DP03_0097,618728,3304,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
46,SD,South Dakota,DP03_0097P,73.1,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
46,SD,South Dakota,DP03_0098,257408,3296,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
46,SD,South Dakota,DP03_0098P,30.4,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
46,SD,South Dakota,DP03_0099,79489,1961,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
46,SD,South Dakota,DP03_0099P,9.4,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
46,SD,South Dakota,DP03_0101,13192,836,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
46,SD,South Dakota,DP03_0101P,5.9,0.4,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
46,SD,South Dakota,DP03_0105,354771,2327,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0105P,89.3,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0106,340929,2269,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0106P,85.8,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0107,26076,989,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0107P,6.6,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0108,42668,1359,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0108P,10.7,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Employed
46,SD,South Dakota,DP03_0110,6794,490,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0110P,49.1,2.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0111,4006,338,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0111P,28.9,2.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0112,3139,378,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0112P,22.7,2.6,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0113,7045,623,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0113P,50.9,2.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,In labor force,Unemployed
46,SD,South Dakota,DP03_0115,65970,1648,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0115P,80.3,0.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0116,44643,1160,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0116P,54.4,1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0117,28152,1185,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0117P,34.3,1.1,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0118,16156,834,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
46,SD,South Dakota,DP03_0118P,19.7,0.9,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, 19 to 64 years,Not in labor force,NA
47,TN,Tennessee,DP03_0096,5886791,10852,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage,overall,NA,NA
47,TN,Tennessee,DP03_0096P,89.9,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage,overall,NA,NA
47,TN,Tennessee,DP03_0097,4330447,22491,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance,overall,NA,NA
47,TN,Tennessee,DP03_0097P,66.1,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,percent_estimate,With private health insurance,overall,NA,NA
47,TN,Tennessee,DP03_0098,2375977,13324,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,population_estimate,With public coverage,overall,NA,NA
47,TN,Tennessee,DP03_0098P,36.3,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage,Selected Economic Characteristics,percent_estimate,With public coverage,overall,NA,NA
47,TN,Tennessee,DP03_0099,660872,10786,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage,overall,NA,NA
47,TN,Tennessee,DP03_0099P,10.1,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage,overall,NA,NA
47,TN,Tennessee,DP03_0101,72022,2659,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,population_estimate,No health insurance coverage, under 19 years,NA,NA
47,TN,Tennessee,DP03_0101P,4.5,0.2,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,Selected Economic Characteristics,percent_estimate,No health insurance coverage, under 19 years,NA,NA
47,TN,Tennessee,DP03_0105,2451266,11517,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,population_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
47,TN,Tennessee,DP03_0105P,87.3,0.3,Percent Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage,Selected Economic Characteristics,percent_estimate,With health insurance coverage, 19 to 64 years,In labor force,Employed
47,TN,Tennessee,DP03_0106,2274873,12410,Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance,Selected Economic Characteristics,population_estimate,With private health insurance, 19 to 64 years,In labor force,Employed
